Date,Meal,Calories,Fat (g),Saturated Fat,Polyunsaturated Fat,Monounsaturated Fat,Trans Fat,Cholesterol,Sodium (mg),Potassium,Carbohydrates (g),Fiber,Sugar,Protein (g),Vitamin A,Vitamin C,Calcium,Iron
2016-05-11,Meal 2,984.0,50.6,17.2,0.0,0.0,0.0,0.0,0.0,0.0,90.4,7.5,14.4,44.9,0.0,0.0,0.0,0.0
2016-05-11,Meal 3,1210.0,49.8,10.0,2.0,5.4,0.0,630.6,310.8,533.4,100.2,1.0,20.6,91.6,49.2,26.0,32.6,15.2
2016-05-11,Meal 4,291.7,10.6,2.2,0.0,0.0,0.0,0.0,0.2,212.5,40.8,6.3,30.3,10.1,2.5,62.5,34.5,5.0
2016-05-12,Meal 1,605.0,24.9,5.0,1.0,2.7,0.0,315.3,155.4,266.7,50.1,0.5,10.3,45.8,24.6,13.0,16.3,7.6
2016-05-12,Meal 2,635.6,25.6,4.2,1.2,4.7,0.0,150.3,103.4,375.8,63.1,2.5,19.3,40.8,26.6,58.0,18.3,3.6
2016-05-12,Meal 3,486.0,27.9,7.6,1.9,5.2,0.0,610.5,195.7,288.3,15.8,1.2,13.1,43.2,14.8,0.7,8.1,16.8
2016-05-12,Meal 4,384.0,17.4,5.2,1.4,2.2,0.0,0.0,42.7,100.0,44.2,2.3,24.7,13.1,0.0,0.7,33.3,3.3
2016-05-13,Meal 2,311.0,4.2,0.1,0.0,0.0,0.0,1.8,56.7,270.0,55.7,0.7,13.2,14.0,17.0,13.7,13.2,2.0
2016-05-13,Meal 3,338.0,22.2,7.2,2.4,6.7,0.0,792.0,409.6,312.3,5.0,1.0,0.0,29.8,19.2,2.0,9.6,21.2
2016-05-13,Meal 4,34.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,1.2,5.0,0.4,0.0,0.0,0.0,0.0
2016-05-14,Meal 1,626.8,22.4,2.8,0.7,3.4,0.0,1.8,56.6,170.0,70.4,3.9,24.3,35.4,17.0,13.0,12.5,0.0
2016-05-14,Meal 2,738.7,21.6,6.9,0.0,0.0,0.0,36.5,0.5,0.0,106.7,2.0,37.1,10.0,0.0,0.0,0.0,0.0
2016-05-14,Meal 3,1342.6,49.2,9.8,2.0,5.0,0.0,597.6,304.6,923.8,138.2,3.0,53.2,92.0,51.2,63.6,35.0,18.6
2016-05-14,Meal 4,1006.0,20.8,4.4,0.0,0.0,0.0,0.0,8.4,1640.0,189.6,31.1,64.2,66.0,36.0,290.0,70.0,10.0
2016-05-15,Meal 1,531.6,22.0,2.8,0.7,3.4,0.0,1.8,56.6,170.0,50.1,0.5,10.3,34.4,17.0,13.0,12.5,0.0
2016-05-15,Meal 2,615.0,30.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.2,0.0,0.0,29.4,0.0,0.0,0.0,0.0
2016-05-15,Meal 3,718.9,36.5,5.9,1.8,6.9,0.0,331.8,160.6,271.8,51.5,0.5,10.3,47.4,25.0,13.0,16.5,8.0
2016-05-15,Meal 4,508.9,14.8,4.1,0.0,0.0,0.0,38.9,501.9,100.0,76.1,5.6,44.3,15.9,0.0,0.7,32.7,2.0
2016-05-16,Meal 1,602.4,19.6,3.1,0.0,0.0,0.0,0.0,630.0,0.0,71.9,6.1,21.8,32.5,0.0,0.0,0.0,0.0
2016-05-16,Meal 2,491.0,17.3,2.1,0.0,0.0,0.0,1.8,56.6,170.0,50.1,0.5,10.3,34.4,17.0,13.0,12.5,0.0
2016-05-16,Meal 3,753.0,54.6,11.3,2.6,7.3,0.0,858.0,308.3,264.7,10.8,2.5,5.1,56.8,20.8,0.0,11.0,22.1
2016-05-16,Meal 4,287.6,14.7,2.3,0.1,0.0,0.0,0.0,0.9,286.1,31.1,2.0,19.5,9.5,1.4,11.5,32.7,1.4
2016-05-17,Meal 1,531.6,22.0,2.8,0.7,3.4,0.0,1.8,56.6,170.0,50.1,0.5,10.3,34.4,17.0,13.0,12.5,0.0
2016-05-17,Meal 2,491.0,17.3,2.1,0.0,0.0,0.0,1.8,56.6,170.0,50.1,0.5,10.3,34.4,17.0,13.0,12.5,0.0
2016-05-17,Meal 3,707.0,31.7,7.5,1.8,5.0,0.0,595.8,243.8,353.2,50.1,0.5,10.3,56.0,31.4,13.0,19.7,14.4
2016-05-17,Meal 4,98.0,3.4,2.2,0.0,0.0,0.0,0.0,0.2,0.0,10.0,0.0,10.0,6.8,0.0,0.0,32.0,0.0
2016-05-18,Meal 2,389.0,12.2,3.1,1.0,2.8,0.0,331.8,159.0,271.8,45.0,0.0,5.2,25.7,25.0,13.0,16.5,8.0
2016-05-18,Meal 3,1168.8,47.2,19.6,2.4,15.3,0.0,463.8,307.2,950.9,94.0,3.5,9.6,87.6,28.2,13.0,18.1,11.2
2016-05-18,Meal 4,420.8,29.5,4.3,0.0,0.0,0.0,0.0,0.3,0.0,26.4,0.5,15.1,12.0,0.0,0.0,32.0,0.0
2016-05-19,Meal 1,385.0,4.6,0.3,0.0,0.0,0.0,1.8,55.0,170.0,57.3,0.0,16.7,28.0,17.0,13.0,12.5,0.0
2016-05-19,Meal 2,508.0,22.0,4.3,1.4,3.9,0.0,463.8,200.6,312.5,46.7,0.0,5.2,31.7,28.2,13.0,18.1,11.2
2016-05-19,Meal 3,619.2,20.5,0.4,1.2,1.2,0.0,1.8,455.0,170.0,83.6,7.0,27.2,22.2,17.0,13.0,12.5,0.0
2016-05-19,Meal 4,198.0,3.4,2.2,0.0,0.0,0.0,0.0,0.2,320.0,36.0,4.0,28.0,8.8,12.0,90.0,40.0,0.0
2016-05-20,Meal 1,72.0,4.8,1.8,0.6,1.7,0.0,198.0,62.4,61.1,0.0,0.0,0.0,7.2,4.8,0.0,2.4,4.8
2016-05-20,Meal 3,444.0,20.6,4.8,0.9,2.5,0.0,297.0,95.2,91.6,17.1,0.8,16.8,45.6,7.2,0.0,3.6,7.2
2016-05-20,Meal 4,288.8,12.1,2.2,0.0,0.0,0.0,0.0,0.2,0.0,33.9,3.6,25.0,9.3,0.0,0.0,32.0,0.0
2016-05-21,Meal 1,383.0,4.5,0.2,0.0,0.0,0.0,1.8,55.0,170.0,57.0,0.3,16.9,27.8,17.0,13.0,12.5,0.0
2016-05-21,Meal 2,1451.0,54.1,11.3,10.2,1.8,0.0,96.5,1491.8,206.4,179.8,5.5,87.4,61.6,9.8,56.5,6.6,6.7
2016-05-21,Meal 3,769.7,38.0,8.1,0.0,0.0,0.0,0.0,400.6,0.0,39.1,1.8,7.2,67.6,0.0,0.0,0.0,0.0
2016-05-21,Meal 4,748.4,6.2,2.4,0.4,0.4,0.0,0.0,10.2,1984.0,156.8,9.2,123.4,15.8,39.6,826.6,43.0,11.0
2016-05-22,Meal 1,577.0,21.4,4.2,0.0,0.0,0.0,1.8,56.7,170.0,60.9,1.0,15.4,35.6,17.0,13.0,12.5,0.0
2016-05-22,Meal 2,686.7,30.8,10.3,2.6,7.8,0.0,0.0,208.7,217.6,51.2,5.2,8.9,49.3,0.0,0.0,6.9,7.1
2016-05-22,Meal 3,1352.0,40.6,5.4,4.8,4.8,0.0,0.0,1603.2,194.2,146.0,23.0,88.2,90.0,2.2,57.2,2.2,4.6
2016-05-22,Meal 4,1779.3,79.9,35.8,0.2,0.1,0.0,61.5,762.7,598.5,246.2,20.4,127.9,28.0,18.1,185.0,27.9,39.2
2016-05-23,Meal 1,748.6,23.9,2.3,0.0,0.0,0.0,0.0,121.6,0.0,95.2,2.0,23.1,37.8,0.0,0.0,0.0,0.0
2016-05-23,Meal 2,671.4,40.8,9.7,2.2,10.4,0.0,396.0,195.6,451.8,4.8,0.3,1.4,70.9,9.6,0.0,5.3,12.6
2016-05-23,Meal 3,886.9,28.6,11.2,0.3,4.0,0.4,60.0,987.2,1075.9,75.3,9.0,21.1,83.0,2.0,37.8,6.4,39.8
2016-05-23,Meal 4,329.4,4.7,2.6,0.9,1.7,0.0,0.0,376.5,289.9,61.9,6.6,27.9,9.8,0.0,0.2,8.5,20.5
2016-05-24,Meal 1,238.2,13.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,3.6,15.0,3.3,0.0,0.0,0.0,0.0
2016-05-24,Meal 2,952.0,23.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.2,10.4,0.0,32.8,0.0,0.0,2.5,0.0
2016-05-24,Meal 3,662.0,24.3,10.8,0.2,0.1,0.0,30.0,892.1,398.5,95.9,6.5,37.9,17.0,13.3,183.6,21.7,20.8
2016-05-24,Meal 4,147.0,5.1,3.3,0.0,0.0,0.0,0.0,0.3,0.0,15.0,0.0,15.0,10.2,0.0,0.0,48.0,0.0
2016-05-25,Meal 1,360.9,11.1,5.1,2.3,2.1,0.0,21.5,368.8,9.8,57.3,2.1,18.0,6.2,5.2,1.6,9.0,16.2
2016-05-25,Meal 2,882.0,52.6,16.6,4.7,12.6,0.0,383.9,461.1,224.8,60.6,2.3,17.9,39.7,14.5,0.0,5.7,10.7
2016-05-25,Meal 3,1405.4,65.5,15.7,1.1,3.4,0.0,85.7,1170.9,306.4,112.7,9.2,16.9,77.9,14.4,0.0,103.8,4.8
2016-05-25,Meal 4,323.5,14.6,8.7,0.0,0.0,0.0,5.0,100.2,0.0,41.5,1.0,31.5,7.1,0.0,0.0,28.0,2.0
2016-05-26,Meal 3,700.7,32.8,8.6,0.0,0.0,0.0,17.2,1189.7,0.0,74.1,6.4,15.9,19.0,10.3,0.0,17.2,17.2
2016-05-26,Meal 4,591.4,30.6,6.1,8.4,12.9,0.0,0.0,8.0,458.7,60.1,12.9,41.6,15.0,22.6,188.0,1.6,64.6
2016-05-27,Meal 1,651.9,23.8,7.1,2.2,6.2,0.0,726.0,228.8,224.0,58.4,3.0,12.5,50.4,17.6,0.0,8.8,17.6
2016-05-27,Meal 2,827.0,29.7,5.7,2.0,10.1,0.0,3.7,486.4,995.4,84.8,6.6,12.8,62.4,60.0,80.0,0.0,3.0
2016-05-27,Meal 3,1440.4,80.4,24.6,6.2,22.4,0.0,1103.4,3503.4,1142.0,73.2,6.8,14.8,112.4,95.0,80.0,27.6,42.8
2016-05-27,Meal 4,460.0,19.6,8.7,2.8,4.3,0.0,22.5,108.2,0.0,52.9,2.4,41.6,16.4,12.5,0.0,49.5,29.0
2016-05-28,Meal 1,487.0,18.5,4.2,1.9,6.6,0.0,379.5,119.6,299.2,58.0,5.4,10.7,25.0,11.3,53.6,6.7,14.5
2016-05-28,Meal 2,513.0,16.7,2.8,1.4,6.8,0.0,0.0,15.0,0.4,71.3,7.2,3.4,18.4,36.9,41.1,3.0,20.8
2016-05-28,Meal 3,319.2,23.2,6.0,2.5,8.3,0.0,577.5,184.5,178.2,2.4,0.5,1.4,25.8,22.2,10.7,7.5,15.8
2016-05-28,Meal 4,622.6,27.0,6.9,3.3,5.9,0.0,0.0,1016.7,357.6,56.6,7.6,39.4,42.2,1.7,14.4,32.8,22.7
2016-05-29,Meal 1,210.0,14.0,5.3,1.8,4.9,0.0,577.5,182.0,178.2,0.0,0.0,0.0,21.0,14.0,0.0,7.0,14.0
2016-05-29,Meal 2,570.4,22.8,3.7,2.0,10.1,0.0,4.3,540.0,218.6,77.1,3.0,8.5,12.9,0.0,0.0,0.0,3.0
2016-05-29,Meal 3,700.6,15.5,3.4,1.4,3.4,0.0,6.0,295.0,450.4,94.4,8.5,3.9,41.8,0.0,2.0,20.3,28.3
2016-05-29,Meal 4,226.4,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.4,8.5,35.0,2.6,6.0,120.0,6.0,0.0
2016-05-30,Meal 1,707.5,23.3,5.8,0.6,1.5,0.0,181.5,645.1,294.2,68.0,3.7,21.9,60.1,4.4,0.0,40.6,6.7
2016-05-30,Meal 2,466.7,24.8,10.0,0.0,0.0,0.5,30.0,294.3,280.5,49.3,1.0,24.9,13.9,7.0,0.0,27.1,15.0
2016-05-30,Meal 3,1917.2,156.0,68.0,0.8,4.0,0.0,471.4,5971.4,0.0,36.2,11.8,24.0,109.2,29.2,285.8,140.6,47.0
2016-05-30,Meal 4,558.0,39.6,10.2,3.4,9.2,0.0,1089.0,372.2,408.8,8.2,1.0,0.4,43.0,26.4,0.0,15.4,29.0
2016-05-31,Meal 1,641.5,18.9,4.1,0.0,0.0,0.0,0.0,587.9,238.2,68.0,3.7,21.9,53.5,0.0,0.0,38.4,2.3
2016-05-31,Meal 2,502.3,30.9,5.7,2.1,8.2,0.0,363.0,941.1,112.0,28.7,5.7,18.9,29.7,56.0,173.6,13.1,13.7
2016-05-31,Meal 4,1074.9,53.7,19.7,0.6,3.7,0.0,68.4,1187.9,501.4,107.7,8.6,33.1,37.5,17.8,50.7,68.8,16.5
2016-06-01,Meal 2,607.8,18.5,3.3,1.1,5.4,0.0,5.4,684.0,276.9,92.3,3.8,5.4,16.3,0.0,0.0,0.0,1.6
2016-06-01,Meal 4,1125.1,42.7,7.5,2.6,7.9,0.0,190.5,227.5,101.1,140.0,12.4,28.5,42.2,45.6,56.6,50.4,36.5
2016-06-02,Meal 1,600.4,22.1,1.7,0.1,0.0,0.0,0.0,480.8,357.6,71.8,3.6,16.4,35.7,1.7,14.4,0.8,1.7
2016-06-02,Meal 2,489.7,28.9,9.8,1.2,7.8,0.0,40.7,812.6,252.2,16.6,5.0,10.4,42.4,61.4,72.8,51.3,8.4
2016-06-02,Meal 3,2295.0,79.8,34.8,0.0,0.0,0.0,167960.0,4760.0,0.0,240.0,16.4,23.2,162.4,0.0,0.0,0.0,0.0
2016-06-02,Meal 4,98.0,3.4,2.2,0.0,0.0,0.0,0.0,0.2,0.0,10.0,0.0,10.0,6.8,0.0,0.0,32.0,0.0
2016-06-03,Meal 1,761.9,28.2,4.5,0.3,1.5,0.0,0.0,588.8,560.1,78.8,4.1,24.6,55.0,1.5,13.0,39.2,3.9
2016-06-03,Meal 2,308.0,6.2,1.9,0.5,3.7,0.0,0.0,0.2,0.1,51.6,3.6,1.2,9.6,0.0,0.0,0.0,12.2
2016-06-03,Meal 3,548.1,5.1,2.5,0.3,2.2,0.0,0.0,0.1,0.0,91.0,6.3,2.1,16.9,0.0,0.0,0.0,21.3
2016-06-03,Meal 4,744.4,31.7,8.6,0.0,0.0,0.0,40.7,322.3,478.0,94.3,13.3,53.2,30.1,28.5,287.8,88.5,29.6
2016-06-04,Meal 2,508.1,21.3,4.5,2.1,3.1,0.0,372.0,271.9,157.0,51.2,3.8,1.4,26.6,8.8,3.0,17.9,23.4
2016-06-04,Meal 3,1200.0,36.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.3,0.0,0.0,51.3,0.0,0.0,0.0,0.0
2016-06-04,Meal 4,98.0,3.4,2.2,0.0,0.0,0.0,0.0,0.2,0.0,10.0,0.0,10.0,6.8,0.0,0.0,32.0,0.0
2016-06-05,Meal 1,342.5,9.8,1.0,0.5,3.7,0.0,0.0,107.9,238.3,41.2,1.1,0.9,22.7,0.0,0.0,6.4,2.5
2016-06-05,Meal 2,902.1,42.1,11.5,2.9,10.7,0.0,492.1,622.5,703.5,94.7,7.7,24.1,39.0,44.7,52.2,35.2,17.9
2016-06-05,Meal 3,669.0,23.2,4.5,2.4,5.3,0.0,230.1,227.2,113.2,84.9,5.6,2.0,27.6,5.4,3.0,16.2,27.0
2016-06-05,Meal 4,457.9,10.1,3.6,0.0,0.0,0.0,0.0,175.6,314.4,68.8,7.8,47.4,18.1,11.1,47.8,62.9,23.9
2016-06-06,Meal 2,1200.0,36.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.3,0.0,0.0,51.3,0.0,0.0,0.0,0.0
2016-06-06,Meal 3,385.0,21.6,7.8,1.1,3.1,0.0,389.8,168.0,112.0,19.7,3.5,12.4,22.7,12.4,0.0,31.2,8.8
2016-06-06,Meal 4,50.5,2.4,0.0,0.0,0.0,0.0,0.0,22.5,85.0,4.7,0.0,4.5,2.7,1.5,0.0,7.0,0.0
2016-06-07,Meal 1,691.4,21.7,9.8,0.6,1.4,0.0,199.3,229.3,646.7,79.6,4.3,25.8,46.8,10.3,14.4,75.5,8.0
2016-06-07,Meal 2,661.5,27.8,3.5,0.6,1.5,0.0,181.5,537.2,56.0,66.2,3.5,12.2,43.7,10.4,120.0,8.2,6.2
2016-06-07,Meal 3,1168.0,69.4,16.2,12.4,21.8,0.0,1266.0,1285.2,446.8,1.6,0.4,0.2,135.0,30.4,4.0,33.2,34.4
2016-06-07,Meal 4,336.0,18.8,7.0,2.6,6.4,0.0,759.0,339.2,694.2,14.0,4.0,6.8,29.0,500.4,14.0,13.2,20.4
2016-06-08,Meal 1,775.3,26.8,5.6,3.2,4.5,0.0,204.0,446.1,686.9,74.9,3.8,22.9,61.2,6.5,16.4,50.6,10.8
2016-06-08,Meal 2,673.2,20.5,3.0,1.2,6.1,0.0,0.0,1047.9,197.9,79.6,5.2,19.1,29.5,6.2,23.5,18.8,11.9
2016-06-08,Meal 3,990.2,22.6,3.2,1.6,0.0,0.0,12.0,269.8,920.6,168.8,15.4,27.4,30.6,3.4,32.8,24.0,38.0
2016-06-08,Meal 4,415.1,23.1,1.2,0.0,0.0,0.0,0.0,226.1,594.0,44.3,7.6,7.1,13.9,1.5,0.0,22.2,17.8
2016-06-09,Meal 1,688.5,23.6,6.2,1.3,3.4,0.0,396.0,233.5,718.0,75.5,3.6,22.8,45.7,11.3,14.4,44.0,13.6
2016-06-09,Meal 2,438.4,14.5,1.7,0.7,3.0,0.0,3.0,52.6,15.0,61.4,3.7,1.3,13.4,0.0,1.0,4.5,13.1
2016-06-09,Meal 3,509.1,9.8,0.6,0.5,0.0,0.0,3.0,165.9,637.8,81.2,8.5,17.8,29.2,42.1,51.2,15.0,11.0
2016-06-09,Meal 4,310.1,23.2,2.7,5.6,8.8,0.0,0.0,176.9,183.2,6.2,1.9,1.0,22.5,0.0,0.0,1.9,1.9
2016-06-10,Meal 1,70.0,0.5,0.0,0.0,0.0,0.0,0.0,5.0,268.0,19.0,2.5,13.0,1.6,39.0,25.0,2.0,2.0
2016-06-10,Meal 2,92.9,0.7,0.3,0.0,0.0,0.0,0.0,107.7,238.2,5.6,2.1,4.1,12.6,0.0,0.0,6.4,2.3
2016-06-10,Meal 3,713.0,29.7,10.9,1.5,4.2,0.0,30135.0,1131.8,497.2,49.6,4.0,10.6,62.7,13.9,0.0,21.2,14.3
2016-06-10,Meal 4,75.8,3.5,0.0,0.0,0.0,0.0,0.0,33.8,127.5,7.0,0.0,6.8,4.1,2.3,0.0,10.5,0.0
2016-06-11,Meal 1,630.4,23.2,4.6,1.6,4.2,0.0,495.0,156.8,510.3,72.3,2.5,21.5,35.7,13.7,14.4,6.8,13.7
2016-06-11,Meal 2,543.1,20.6,2.2,1.8,3.0,0.0,12.0,210.2,60.0,69.6,5.1,1.8,18.0,0.0,4.0,18.0,20.0
2016-06-11,Meal 3,1400.0,76.0,13.6,6.6,20.2,0.0,1008.0,627.4,395.6,110.6,8.0,2.8,65.8,24.0,6.0,39.0,55.2
2016-06-11,Meal 4,507.2,19.1,3.1,1.4,2.8,0.0,332.4,203.0,684.0,66.8,8.6,47.1,22.7,25.5,255.2,38.0,10.5
2016-06-12,Meal 1,579.7,17.7,4.4,2.3,4.8,0.0,330.0,438.3,578.3,42.7,2.3,1.9,62.0,8.0,0.0,16.8,12.7
2016-06-12,Meal 2,468.1,17.0,6.1,0.0,0.0,0.0,29640.0,868.1,106.3,48.2,2.9,9.7,32.1,1.9,0.0,8.8,0.0
2016-06-12,Meal 3,718.2,17.0,3.7,1.3,7.4,0.0,3.0,273.0,491.6,93.7,9.0,6.5,43.7,16.5,22.4,18.4,26.0
2016-06-12,Meal 4,331.9,15.2,0.0,0.0,0.0,0.0,0.0,28.1,106.3,37.2,3.6,33.2,13.6,15.1,22.8,10.0,2.4
2016-06-13,Meal 3,260.8,20.4,4.1,2.2,9.4,0.0,316.5,159.0,111.8,6.2,1.7,4.2,14.4,32.3,33.1,9.9,11.4
2016-06-13,Meal 4,118.4,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2016-06-14,Meal 1,514.4,20.8,4.5,1.5,4.2,0.0,495.0,201.0,322.7,49.1,0.0,9.0,33.5,15.0,0.0,20.0,12.0
2016-06-14,Meal 2,538.6,17.1,2.7,1.4,5.2,0.0,6.0,320.5,506.6,55.9,6.1,3.2,37.6,0.0,2.0,21.8,19.1
2016-06-14,Meal 3,2015.4,98.4,20.2,7.0,27.6,0.0,1027.8,589.0,365.6,190.0,14.4,12.0,88.0,76.8,68.2,59.0,69.8
2016-06-14,Meal 4,643.7,28.7,0.3,0.0,0.0,0.0,0.0,103.5,330.8,72.6,5.4,49.0,26.7,17.0,22.8,22.3,6.5
2016-06-15,Meal 1,629.5,35.6,1.4,0.5,1.3,0.0,158.4,49.9,48.9,44.5,0.0,0.0,33.3,3.8,0.0,1.9,3.8
2016-06-15,Meal 2,705.1,25.2,7.7,2.2,5.9,0.0,200.3,1125.0,916.7,92.6,6.1,28.9,28.3,15.2,23.1,14.9,7.5
2016-06-15,Meal 4,824.9,24.8,9.6,0.0,0.0,0.0,1.9,234.0,94.7,108.4,8.8,44.5,42.7,15.4,26.6,76.4,2.8
2016-06-16,Meal 3,408.4,18.7,1.3,1.7,7.4,0.0,6.0,112.7,30.1,49.8,3.6,5.4,11.5,24.7,34.1,10.6,4.9
2016-06-16,Meal 4,234.8,20.2,2.8,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,3.0,9.8,0.0,0.0,0.0,0.0
2016-06-17,Meal 1,535.0,20.9,6.9,1.7,4.2,0.0,495.0,159.9,209.7,43.8,1.2,2.9,43.2,12.0,0.0,6.1,12.1
2016-06-17,Meal 2,577.3,30.2,6.2,3.1,8.6,0.0,504.0,321.1,197.8,45.4,4.6,5.2,30.9,36.7,35.1,21.1,26.7
2016-06-17,Meal 3,520.0,39.0,9.0,4.4,8.4,0.0,1002.0,522.0,365.4,1.6,0.4,0.2,41.4,24.0,4.0,30.0,28.0
2016-06-17,Meal 4,1759.2,88.2,16.2,4.5,7.3,0.0,4.2,393.8,1174.1,174.6,14.4,114.5,81.3,122.4,76.4,31.5,15.3
2016-06-18,Meal 1,470.3,14.1,3.4,0.2,0.0,0.0,0.0,111.6,295.2,59.1,4.7,16.6,27.9,8.8,15.2,7.3,4.0
2016-06-18,Meal 2,776.3,41.0,12.8,2.7,5.7,0.0,538.5,1011.0,437.7,55.9,2.8,18.8,46.8,46.3,34.1,85.1,26.5
2016-06-18,Meal 3,1602.0,37.0,11.8,2.2,6.0,0.0,12.0,210.4,60.0,224.6,16.4,6.6,92.0,0.0,4.0,18.0,46.6
2016-06-18,Meal 4,647.2,38.9,4.2,0.2,0.0,0.0,0.0,138.9,567.0,43.4,1.2,41.5,30.6,9.0,0.0,42.1,0.1
2016-06-19,Meal 1,678.0,34.5,6.9,2.4,4.2,0.0,501.0,264.9,239.7,53.6,1.4,12.6,38.6,12.0,2.0,15.1,14.1
2016-06-19,Meal 2,679.4,20.3,2.3,1.3,4.4,0.0,6.0,105.2,30.1,70.7,2.8,1.8,53.2,0.0,2.0,9.0,2.2
2016-06-19,Meal 3,309.6,10.8,0.7,0.5,3.7,0.0,0.0,0.2,0.1,42.2,0.0,2.4,11.8,0.0,0.0,0.0,0.2
2016-06-19,Meal 4,471.2,17.6,8.9,0.6,0.0,0.0,0.0,38.1,630.8,51.3,7.3,26.5,31.5,3.8,15.8,10.0,2.0
2016-06-20,Meal 2,174.7,10.6,1.4,0.7,5.2,0.0,23.4,171.8,0.1,8.0,0.0,0.0,10.8,0.0,4.2,0.0,3.4
2016-06-20,Meal 3,186.5,13.4,3.9,1.6,6.6,0.0,346.5,113.9,107.0,3.5,1.0,2.5,13.6,23.2,19.3,5.2,10.1
2016-06-20,Meal 4,624.5,26.8,9.8,1.8,6.8,0.0,0.0,13.4,570.1,51.0,7.8,22.2,44.4,1.9,15.8,1.3,2.1
2016-06-21,Meal 1,569.9,16.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,50.8,0.0,9.6,55.9,0.0,0.0,0.0,0.0
2016-06-21,Meal 2,612.7,20.9,1.0,1.3,2.2,0.0,9.0,162.1,45.0,63.4,3.1,3.3,42.9,14.8,22.3,14.5,10.6
2016-06-21,Meal 3,444.1,9.8,3.6,1.0,4.5,0.0,181.5,57.3,56.0,67.2,4.1,1.4,19.0,4.4,0.0,2.2,18.3
2016-06-21,Meal 4,209.6,6.7,3.9,0.2,0.0,0.0,0.0,162.2,407.3,9.5,3.4,4.7,27.5,0.0,0.0,9.5,3.5
2016-06-22,Meal 1,550.0,16.9,3.1,0.2,0.0,0.0,0.0,181.6,455.1,58.8,3.2,14.4,39.5,0.0,0.0,10.8,3.9
2016-06-22,Meal 2,699.2,29.7,7.1,2.7,4.2,0.0,504.0,317.8,260.4,73.2,4.5,5.3,34.5,12.0,3.0,19.7,15.1
2016-06-22,Meal 4,494.1,17.8,1.9,0.3,2.2,0.0,0.0,28.2,106.3,33.8,3.0,30.2,51.2,12.9,19.0,9.8,2.1
2016-06-23,Meal 1,828.8,37.1,11.3,3.4,5.9,0.0,700.8,363.1,372.5,76.5,5.8,8.2,42.1,16.8,2.6,20.4,19.5
2016-06-23,Meal 2,371.8,20.6,10.3,0.0,0.0,0.0,0.0,203.8,127.5,37.7,2.0,18.5,8.8,2.3,0.0,10.5,0.0
2016-06-23,Meal 3,1452.0,48.8,3.0,0.0,0.0,0.0,0.0,580.0,0.0,155.5,2.0,2.0,55.2,0.0,4.0,8.0,8.0
2016-06-23,Meal 4,239.2,8.7,2.9,0.2,0.0,0.0,0.0,215.0,576.9,12.8,3.1,11.3,25.8,2.3,0.0,21.2,3.9
2016-06-24,Meal 2,172.1,10.3,1.4,0.3,2.2,0.0,46.8,343.3,0.0,0.0,0.0,0.0,18.7,0.0,8.3,0.0,6.3
2016-06-24,Meal 3,808.4,33.9,12.3,1.7,8.9,0.0,46.9,1875.7,204.0,79.7,3.7,4.1,42.8,5.7,0.0,42.9,0.0
2016-06-24,Meal 4,68.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,2.4,10.0,0.7,0.0,0.0,0.0,0.0
2016-06-25,Meal 1,713.8,29.2,2.8,0.0,0.0,0.0,0.1,1.1,32.2,54.0,0.5,9.7,58.5,0.0,0.0,0.0,0.0
2016-06-25,Meal 2,1106.0,54.5,21.0,1.7,11.8,0.0,98.0,789.8,1243.0,70.7,11.4,26.5,86.2,73.7,90.2,123.8,16.3
2016-06-25,Meal 3,1124.6,13.8,5.6,0.8,6.0,0.0,0.0,380.2,840.8,166.8,14.2,6.8,74.2,0.0,0.0,22.6,42.2
2016-06-25,Meal 4,296.2,0.6,0.2,0.2,0.0,0.0,0.0,1.6,643.8,75.2,10.6,51.4,5.6,25.0,64.0,3.6,7.0
2016-06-26,Meal 1,814.8,47.2,6.3,1.5,4.2,0.0,495.0,156.0,152.7,54.5,0.0,11.6,43.4,12.0,0.0,6.0,12.0
2016-06-26,Meal 2,513.9,22.1,6.2,2.0,7.9,0.0,497.6,489.1,283.9,50.6,3.8,7.5,27.7,41.7,38.6,8.0,15.2
2016-06-26,Meal 3,764.6,32.2,5.2,2.6,7.2,0.0,339.0,261.7,146.9,88.7,9.0,24.1,31.4,24.5,31.5,19.0,28.3
2016-06-27,Meal 1,205.0,14.0,0.6,2.1,5.3,0.0,0.0,55.2,173.9,6.1,2.1,0.9,15.6,0.0,0.0,4.4,3.6
2016-06-27,Meal 2,541.5,26.6,2.4,8.9,8.8,0.0,0.0,55.3,127.8,53.0,1.1,0.8,26.5,0.0,0.0,1.1,2.7
