Date,Body Fat %,Caliper left hip,Caliper left scar,Caliper right back,Caliper right hip,Caliper right scar,Chest,Fitbit body fat %,Fitbit steps,Fitbit tracked sleep minutes,Hips,Left Arm,Left Leg,Neck,Right Arm,Right Leg,Waist,Weight
16/10/2016,,,,,,,,,,,,,,,,,,84
17/10/2016,,,,,,,,,,,,,,,,,84.5,
19/10/2016,,,,,,,,,,,,,,,,,,84
27/10/2016,,,,,,,,,,,,,,,,,,84
15/11/2016,,,,,,,,,,,,,,,,,83.5,84
23/11/2016,,,,,,,,,,,,,,,,,83.5,84.2
25/11/2016,,,,,,,,,,,,,,,,,83,84
29/11/2016,,,,,,,,,,,,,,,,,82.5,82.4
07/12/2016,,,,,,,,,,,,,,,,,82.5,82.1
17/12/2016,,,,,,,,,,,,,,,,,,83
30/12/2016,,,,,,,,,,,,,,,,,84,
11/01/2017,,,,,,,,,,,,,,,,,84,82.3
19/01/2017,,,,,,,,,,,,,,,,,,81.5
24/01/2017,,,,,,,,,,,,,,,,,82.5,82.3
30/01/2017,,,,,,,,,,,,,,,,,83,
02/02/2017,,,,,,,,,,,,,,,,,,81.5
09/02/2017,,,,,,,,,,,,,,,,,84,81.6
07/03/2017,,,,,,,,,,,,,,,,,84,
13/03/2017,,,,,,,,,,,,,,,,,83,81.9
26/03/2017,,,,,,,,,,,,,,,,,84,81.9
31/03/2017,,,,,,,,,,,,,,,,,86,
01/04/2017,,,,,,,,,,,,,,,,,86,83.5
02/04/2017,,,,,,,,,,,,,,,,,85,83.3
04/04/2017,,,,,,,,,,,,,,,,,86,82.7
10/04/2017,,,,,,,,,,,,,,,,,86,82.9
12/04/2017,,,,,,,,,,,,,,,,,84,82.4
19/04/2017,,,,,,,,,,,,,,,,,85,83.3
22/04/2017,,,,,,,,,,,,,,,,,84,83.1
25/04/2017,,,,,,,,,,,,,,,,,85,85.9
26/04/2017,,,,,,,,,,,,,,,,,85,83.7
03/05/2017,,,,,,,,,,,,,,,,,86,83.7
05/05/2017,,,,,,,,,,,,,,,,,85,82.2
11/05/2017,,,,,,,,,,,,,,,,,84,82.1
13/05/2017,,,,,,,,,,,,,,,,,,82.2
16/05/2017,,,,,,,,,,,,,,,,,83.5,82.2
19/05/2017,,,,,,,,,,,,,,,,,84.5,82.1
22/05/2017,,,,,,,,,,,,,,,,,85,83.7
24/05/2017,,,,,,,,,,,,,,,,,84,82.8
04/06/2017,,,,,,,,,,,,,,,,,84,82.5
09/06/2017,,,,,,,,,,,,,,,,,84,82.7
22/06/2017,,,,,,,,,,,,,,,,,86,83.3
23/06/2017,,,,,,,,,,,,,,,,,85,82.6
27/06/2017,,,,,,,,,,,,,,,,,84,83.3
04/07/2017,,,,,,,,,,,,,,,,,83,84
06/07/2017,,,,,,,,,,,,,,,,,83,83.3
12/07/2017,,,,,,,,,,,,,,,,,84,83.7
14/07/2017,,,,,,,,,,,,,,,,,84,83.7
18/07/2017,,,,,,,,,,,,,,,,,83.5,84.1
20/07/2017,,,,,,,,,,,,,,,,,83,83.9
26/07/2017,,,,,,,,,,,,,,,,,84,84.5
01/08/2017,,,,,,,,,,,,,,,,,84.5,84.4
04/08/2017,,,,,,,,,,,,,,,,,,84.2
06/08/2017,,,,,,,,,,,,,,,,,85.5,84.7
12/08/2017,,,,,,,,,,,,,,,,,85.5,85.8
16/08/2017,,,,,,,,,,,,,,,,,85,84.1
17/08/2017,,,,,,,,,,,,,,,,,84.5,83.2
22/08/2017,,,,,,,,,,,,,,,,,85,85
25/08/2017,,,,,,,,,,,,,,,,,84.5,83.8
29/08/2017,,,,,,,,,,,,,,,,,85,85.4
31/08/2017,,,,,,,,,,,,,,,,,84,84.5
02/09/2017,,,,,,,,,,,,,,,,,84.5,84
05/09/2017,,,,,,,,,,,,,,,,,84.5,84.7
06/09/2017,,,,,,,,,,,,,,,,,84.5,84.4
22/09/2017,,,,,,,,,,,,,,,,,84.5,84
28/09/2017,,,,,,,,,,,,,,,,,87,85.5
29/09/2017,,,,,,,,,,,,,,,,,85.5,85.3
01/10/2017,,,,,,,,,,,,,,,,,86.5,
03/10/2017,,,,,,,,,,,,,,,,,85.5,85.4
05/10/2017,,,,,,,,,,,,,,,,,87,85.5
11/10/2017,,,,,,,,,,,,,,,,,84.5,
14/10/2017,,,,,,,,,,,,,,,,,86,85.3
18/10/2017,,,,,,,,,,,,,,,,,86,85.4
26/10/2017,,,,,,,,,,,,,,,,,87,85.9
29/10/2017,15.7,12,14,16,13,14.3,,,,,,,,,,,,
03/11/2017,,,,,,,,,,,,,,,,,88,85.2
11/11/2017,,,,,,,,,,,,,,,,,88.5,87
19/11/2017,,,,,,,,,,,,,,,,,88.5,87.3
22/11/2017,,,,,,,,,,,,,,,,,88,86.9
27/11/2017,,,,,,,,,,,,,,,,,88.5,87.8
04/12/2017,,,,,,,,,,,,,,,,,88,86.5
10/12/2017,,,,,,,,,,,,,,,,,87,86.2
16/12/2017,,,,,,,,,,,,,,,,,87,86.1
20/12/2017,,,,,,,,,,,,,,,,,88,86.1
27/12/2017,,,,,,,,,,,,,,,,,88,87.1
02/01/2018,,,,,,,,,,,,,,,,,89,88.8
06/01/2018,,,,,,,,,,,,,,,,,89,88.1
08/01/2018,,,,,,,,,,,,,,,,,89,88.5
16/01/2018,,,,,,,,,,,,,,,,,89,87.3
23/01/2018,,,,,,,,,,,,,,,,,89,87
24/01/2018,,,,,,,,,,,,,,,,,,86.9
25/01/2018,,,,,,,,,,,,,,,,,88.5,86.4
05/02/2018,,,,,,,,,,,,,,,,,89.5,88.4
10/02/2018,,,,,,,,,,,,,,,,,88.5,87.3
16/02/2018,,,,,,,,,,,,,,,,,89,87.7
19/02/2018,,,,,,,,,,,,,,,,,89,88
26/02/2018,,,,,,,,,,,,,,,,,90,87.8
